Customer_ID,Customer_Name,Gender,City,Customer_Type,Signup_Date
100190,Customer_100190,M,Bangalore,New,2023-02-18
100191,Customer_100191,Male,,returning,2025-06-26
100192,Customer_100192,Female,,new,2025-01-27
100193,Customer_100193,male,Pune,new,2023-03-30
100194,Customer_100194,Male,Hyderabad,Returning,2021-06-18
100195,Customer_100195,Male,Kolkata,New,2022-07-20
100196,Customer_100196,Other,Mumbai,Returning,2021-03-30
100197,Customer_100197,,,Returning,2021-04-03
100198,Customer_100198,Female,Chennai,,2021-11-11
100199,Customer_100199,,Pune,,2025-04-27
100200,Customer_100200,Female,Chennai,VIP,2022-06-21
100201,Customer_100201,Female,Bangalore,,2022-10-11
100202,Customer_100202,female,Kolkata,Returning,2022-12-17
100203,Customer_100203,Other,Chennai,,2022-03-10
100204,Customer_100204,male,Chennai,Returning,2023-04-05
100205,Customer_100205,,Ahmedabad,returning,2025-04-07
100206,Customer_100206,male,Bangalore,New,2025-11-04
100207,Customer_100207,F,Kolkata,returning,2023-05-27
100208,Customer_100208,female,Bangalore,,2022-03-23
100209,Customer_100209,female,Pune ,new,2022-05-02
100210,Customer_100210,male,Pune,VIP,2025-10-31
100211,Customer_100211,F,Bangalore,New,2025-06-20
100212,Customer_100212,male,Kolkata,returning,2024-10-28
100213,Customer_100213,M,Chennai,VIP,2022-04-03
100214,Customer_100214,Female,Delhi,returning,2021-08-20
100215,Customer_100215,Female,Delhi,,2021-04-20
100216,Customer_100216,Other,Kolkata,Returning,2022-11-07
100217,Customer_100217,Female,Hyderabad,New,2024-12-12
100218,Customer_100218,male,Mumbai,returning,2021-06-23
100219,Customer_100219,female, Delhi,VIP,2023-11-07
100220,Customer_100220,Male,Chennai,,2021-12-21
100221,Customer_100221,F,Pune,new,2025-11-02
100222,Customer_100222,Male,Pune ,,2023-02-24
100223,Customer_100223,male,Pune ,,2023-04-25
100224,Customer_100224,male,Pune ,New,2023-02-28
100225,Customer_100225,male,Mumbai,,2023-03-26
100226,Customer_100226,F,Pune ,,2021-12-11
100227,Customer_100227,Other,Ahmedabad,returning,2023-04-25
100228,Customer_100228,Other,mumbai,,2025-03-05
100229,Customer_100229,Female,Kolkata,VIP,2021-06-19
100230,Customer_100230,,Delhi,New,2021-07-12
100231,Customer_100231,Female,Chennai,new,2021-10-08
100232,Customer_100232,Male,Delhi,Returning,2025-12-02
100233,Customer_100233,,Chennai,VIP,2021-06-11
100234,Customer_100234,F, Delhi,returning,2024-01-02
100235,Customer_100235,female,Pune,,2022-09-06
100236,Customer_100236,Other, Delhi,,2025-12-05
100237,Customer_100237,F,Pune ,returning,2025-06-06
100238,Customer_100238,Other,mumbai,,2024-09-18
100239,Customer_100239,Other,Ahmedabad,New,2025-10-12
100240,Customer_100240,male,Hyderabad,new,2024-08-03
100241,Customer_100241,Other,Hyderabad,new,2022-02-21
100242,Customer_100242,Female,Pune,New,2025-03-30
100243,Customer_100243,M,Delhi,New,2025-05-23
100244,Customer_100244,Male, Delhi,returning,2023-12-06
100245,Customer_100245,female,Chennai,Returning,2023-05-11
100246,Customer_100246,Other,Pune ,,2022-05-06
100247,Customer_100247,male,Pune ,,2023-10-23
100248,Customer_100248,male,Ahmedabad,new,2021-04-10
100249,Customer_100249,female,Pune ,new,2023-03-17
100250,Customer_100250,,Chennai,VIP,2023-04-20
100251,Customer_100251,F,Mumbai,,2021-11-12
100252,Customer_100252,F,Mumbai,returning,2025-06-21
100253,Customer_100253,M,Mumbai,new,2022-04-02
100254,Customer_100254,female,mumbai,New,2024-03-05
100255,Customer_100255,Female,Bangalore,new,2021-09-22
100256,Customer_100256,Female,Bangalore,returning,2023-11-03
100257,Customer_100257,,Kolkata,Returning,2022-06-20
100258,Customer_100258,M,Delhi,,2022-07-19
100259,Customer_100259,male,Hyderabad,new,2022-12-09
100260,Customer_100260,Female,Ahmedabad,New,2022-09-26
100261,Customer_100261,F,Kolkata,VIP,2023-03-06
100262,Customer_100262,Other,Chennai,Returning,2024-01-10
100263,Customer_100263,Male,Kolkata,,2024-10-15
100264,Customer_100264,Other,,VIP,2023-03-27
100265,Customer_100265,female,Pune ,,2021-05-27
100266,Customer_100266,female,Delhi,Returning,2025-10-01
100267,Customer_100267,Female,Bangalore,returning,2021-11-21
100268,Customer_100268,,Hyderabad,,2024-02-14
100269,Customer_100269,Male,Ahmedabad,returning,2021-03-28
100270,Customer_100270,F,Pune ,,2022-01-27
100271,Customer_100271,Other, Delhi,,2021-12-23
100272,Customer_100272,female,Bangalore,returning,2025-07-08
100273,Customer_100273,Male,mumbai,new,2021-11-19
100274,Customer_100274,, Delhi,,2022-11-18
100275,Customer_100275,, Delhi,,2023-01-12
100276,Customer_100276,male,Delhi,,2025-09-15
100277,Customer_100277,,Mumbai,VIP,2025-07-07
100278,Customer_100278,Male,Chennai,,2024-05-18
100279,Customer_100279,male,Kolkata,new,2021-06-22
100280,Customer_100280,,Bangalore,Returning,2023-02-06
100281,Customer_100281,,,VIP,2023-10-17
100282,Customer_100282,Male, Delhi,,2025-08-10
100283,Customer_100283,,Pune ,Returning,2025-03-22
100284,Customer_100284,F, Delhi,,2024-01-30
100285,Customer_100285,Other,Delhi,new,2021-01-28
100286,Customer_100286,Other,mumbai,,2025-05-24
100287,Customer_100287,Other,Mumbai,new,2023-11-17
100288,Customer_100288,Male,Pune,New,2021-01-06
100289,Customer_100289,female,Pune ,,2025-12-28
100290,Customer_100290,Female,Kolkata,New,2025-05-05
100291,Customer_100291,F,Kolkata,returning,2023-10-30
100292,Customer_100292,F,Kolkata,,2024-11-02
100293,Customer_100293,Other,Mumbai,,2025-06-30
100294,Customer_100294,Male,Delhi,,2021-12-22
100295,Customer_100295,Other,mumbai,,2024-10-02
100296,Customer_100296,M,Delhi,returning,2025-01-16
100297,Customer_100297,Other,Kolkata,Returning,2021-06-08
100298,Customer_100298,Female,mumbai,,2025-10-01
100299,Customer_100299,male,mumbai,returning,2024-12-06
100300,Customer_100300,male, Delhi,New,2024-12-07
100301,Customer_100301,female,,new,2023-04-19
100302,Customer_100302,female,Pune,new,2023-02-20
100303,Customer_100303,Female,Pune,returning,2024-11-04
100304,Customer_100304,Male,,returning,2022-08-17
100305,Customer_100305,, Delhi,Returning,2022-07-11
100306,Customer_100306,,Ahmedabad,,2024-08-03
100307,Customer_100307,Male,Mumbai,Returning,2023-10-05
100308,Customer_100308,Female,Delhi,,2025-03-01
100309,Customer_100309,F,Kolkata,,2021-05-17
100310,Customer_100310,male,Pune ,returning,2023-09-30
100311,Customer_100311,F,Bangalore,New,2022-08-27
100312,Customer_100312,female,,returning,2024-06-10
100313,Customer_100313,F,Bangalore,VIP,2025-06-30
100314,Customer_100314,female,mumbai,New,2022-01-06
100315,Customer_100315,female,Ahmedabad,New,2023-08-25
100316,Customer_100316,Other,Pune ,,2024-02-16
100317,Customer_100317,M,,,2021-10-18
100318,Customer_100318,M,Mumbai,returning,2025-02-26
100319,Customer_100319,F,Delhi,New,2022-04-28
100320,Customer_100320,Female,Delhi,returning,2021-10-01
100321,Customer_100321,M, Delhi,New,2022-03-02
100322,Customer_100322,Other,Ahmedabad,New,2025-02-25
100323,Customer_100323,female,Bangalore,New,2025-06-02
100324,Customer_100324,,Chennai,VIP,2025-03-19
100325,Customer_100325,,Ahmedabad,returning,2022-07-23
100326,Customer_100326,F,Kolkata,VIP,2024-01-03
100327,Customer_100327,Female,mumbai,VIP,2023-04-05
100328,Customer_100328,Female,Hyderabad,new,2023-05-20
100329,Customer_100329,Female,Ahmedabad,,2021-10-21
100330,Customer_100330,,Bangalore,New,2025-09-15
100331,Customer_100331,Female,Pune,New,2024-02-07
100332,Customer_100332,Other,Ahmedabad,,2022-03-29
100333,Customer_100333,Other,Pune ,VIP,2022-11-20
100334,Customer_100334,Other, Delhi,New,2021-02-15
100335,Customer_100335,Female,Bangalore,VIP,2021-04-19
100336,Customer_100336,male,Hyderabad,New,2024-09-02
100337,Customer_100337,M, Delhi,VIP,2021-04-29
100338,Customer_100338,male,Ahmedabad,returning,2023-03-15
100339,Customer_100339,female,Bangalore,returning,2024-11-10
100340,Customer_100340,male,,VIP,2022-12-31
100341,Customer_100341,female,Bangalore,New,2023-07-10
100342,Customer_100342,,Pune ,new,2021-10-12
100343,Customer_100343,Female,Pune,Returning,2022-03-13
100344,Customer_100344,Male,Pune ,New,2024-01-16
100345,Customer_100345,female,Delhi,New,2021-08-21
100346,Customer_100346,male,Chennai,VIP,2022-11-18
100347,Customer_100347,M,Chennai,,2022-07-08
100348,Customer_100348,F,Pune,,2022-01-22
100349,Customer_100349,Female,Kolkata,,2025-03-29
100350,Customer_100350,M,Pune,Returning,2022-01-11
100351,Customer_100351,Other,Bangalore,,2021-07-27
100352,Customer_100352,Female,Bangalore,,2023-03-05
100353,Customer_100353,,mumbai,VIP,2022-03-21
100354,Customer_100354,Other,Chennai,New,2025-07-05
100355,Customer_100355,female,Mumbai,returning,2022-06-25
100356,Customer_100356,Male,Mumbai,,2023-11-26
100357,Customer_100357,female,Mumbai,New,2024-03-17
100358,Customer_100358,female,Bangalore,returning,2021-06-12
100359,Customer_100359,Female,Delhi,returning,2025-07-18
100360,Customer_100360,male,Bangalore,,2024-04-10
100361,Customer_100361,F,Hyderabad,,2024-08-10
100362,Customer_100362,M,,returning,2021-09-14
100363,Customer_100363,F,Hyderabad,VIP,2021-09-30
100364,Customer_100364,Male,Pune ,,2023-04-11
100365,Customer_100365,Other,Bangalore,Returning,2024-03-25
100366,Customer_100366,Male,mumbai,VIP,2022-06-11
100367,Customer_100367,Other,Delhi,new,2024-01-24
100368,Customer_100368,Male,Pune ,Returning,2021-10-08
100369,Customer_100369,F,Pune ,VIP,2024-07-19
100370,Customer_100370,,Delhi,VIP,2021-04-18
100371,Customer_100371,Male,,,2025-12-10
100372,Customer_100372,male,Pune ,returning,2025-08-05
100373,Customer_100373,Male, Delhi,returning,2023-01-11
100374,Customer_100374,M,Delhi,,2023-02-08
100375,Customer_100375,M,Delhi,VIP,2024-03-02
100376,Customer_100376,M,Pune ,returning,2024-07-14
100377,Customer_100377,male,Chennai,,2025-12-17
100378,Customer_100378,F,Delhi,,2025-03-28
100379,Customer_100379,Male,Delhi,New,2022-06-29
100380,Customer_100380,F,Bangalore,returning,2025-07-03
100381,Customer_100381,female,Mumbai,New,2024-05-07
100382,Customer_100382,Other,Chennai,new,2022-06-18
100383,Customer_100383,female,mumbai,,2023-06-26
100384,Customer_100384,Other,Kolkata,,2024-12-13
100385,Customer_100385,Male, Delhi,new,2025-04-03
100386,Customer_100386,Other,Mumbai,new,2022-11-24
100387,Customer_100387,Other,Pune ,returning,2023-03-16
100388,Customer_100388,Female,Pune,Returning,2023-09-07
100389,Customer_100389,female,Mumbai,VIP,2022-09-15
100390,Customer_100390,F,Chennai,VIP,2024-04-10
100391,Customer_100391,M,Hyderabad,new,2023-06-19
100392,Customer_100392,Male,,new,2025-10-04
100393,Customer_100393,female,Delhi,,2023-01-05
100394,Customer_100394,female,Chennai,Returning,2021-02-22
100395,Customer_100395,M, Delhi,Returning,2022-08-06
100396,Customer_100396,M,Bangalore,New,2024-10-15
100397,Customer_100397,Female,Hyderabad,,2021-06-08
100398,Customer_100398,female,Bangalore,Returning,2023-12-08
100399,Customer_100399,female,Delhi,Returning,2024-01-05
100400,Customer_100400,M,,New,2025-10-25
100401,Customer_100401,male,,new,2023-06-06
100402,Customer_100402,Other,Pune ,new,2023-10-20
100403,Customer_100403,Male,Pune,,2023-11-11
100404,Customer_100404,F, Delhi,New,2025-08-08
100405,Customer_100405,female, Delhi,VIP,2022-05-05
100406,Customer_100406,M,Pune,returning,2022-01-25
100407,Customer_100407,Female,Mumbai,New,2021-05-21
100408,Customer_100408,male,Ahmedabad,New,2022-02-11
100409,Customer_100409,M,Mumbai,Returning,2024-02-29
100410,Customer_100410,Other,mumbai,Returning,2023-02-15
100411,Customer_100411,Female,Mumbai,Returning,2025-03-02
100412,Customer_100412,,Delhi,,2022-01-08
100413,Customer_100413,Other,Kolkata,VIP,2023-03-18
100414,Customer_100414,Other,Pune ,,2024-07-14
100415,Customer_100415,F,Hyderabad,Returning,2022-07-24
100416,Customer_100416,M,Kolkata,new,2023-03-07
100417,Customer_100417,female,Pune ,new,2021-10-14
100418,Customer_100418,F,Ahmedabad,,2023-01-02
100419,Customer_100419,Male,,returning,2024-06-06
100420,Customer_100420,M,Kolkata,,2023-06-07
100421,Customer_100421,,Pune,,2024-03-17
100422,Customer_100422,M,Kolkata,New,2022-01-02
100423,Customer_100423,Female,Hyderabad,,2023-04-12
100424,Customer_100424,Other,Bangalore,returning,2021-11-17
100425,Customer_100425,female,Mumbai,returning,2025-02-25
100426,Customer_100426,M,,,2024-01-13
100427,Customer_100427,Female,Delhi,,2025-03-07
100428,Customer_100428,Male,Hyderabad,,2021-05-05
100429,Customer_100429,F,Bangalore,Returning,2025-08-04
100430,Customer_100430,Female,,,2024-07-09
100431,Customer_100431,Other,Ahmedabad,,2023-04-08
100432,Customer_100432,female,Ahmedabad,New,2023-02-12
100433,Customer_100433,,Mumbai,Returning,2023-04-02
100434,Customer_100434,Male, Delhi,,2022-03-24
100435,Customer_100435,male,Ahmedabad,new,2022-07-07
100436,Customer_100436,F,Hyderabad,VIP,2023-05-29
100437,Customer_100437,F,Bangalore,returning,2021-02-26
100438,Customer_100438,female,mumbai,,2024-01-09
100439,Customer_100439,Male,Ahmedabad,New,2024-04-25
100440,Customer_100440,male,Hyderabad,returning,2021-06-11
100441,Customer_100441,Other,Delhi,returning,2023-01-22
100442,Customer_100442,, Delhi,returning,2021-08-19
100443,Customer_100443,female, Delhi,new,2024-09-27
100444,Customer_100444,M,mumbai,New,2024-12-04
100445,Customer_100445,Female,Chennai,New,2025-01-12
100446,Customer_100446,Male,,Returning,2023-04-22
100447,Customer_100447,female,Mumbai,,2023-07-31
100448,Customer_100448,M,Chennai,returning,2023-11-19
100449,Customer_100449,female,mumbai,,2021-11-26
100450,Customer_100450,Female,Pune,Returning,2023-07-09
100451,Customer_100451,M,Bangalore,,2024-03-06
100452,Customer_100452,F,Pune,VIP,2025-06-04
100453,Customer_100453,,Pune ,New,2025-05-26
100454,Customer_100454,Male,Chennai,new,2023-11-20
100455,Customer_100455,Male,Chennai,New,2021-01-20
100456,Customer_100456,F,Chennai,Returning,2025-04-22
100457,Customer_100457,F,Kolkata,returning,2023-08-22
100458,Customer_100458,Male,Hyderabad,,2022-10-15
100459,Customer_100459,male,Pune ,,2024-07-01
100460,Customer_100460,M,Pune,new,2025-09-04
100461,Customer_100461,F,Pune,Returning,2022-05-25
100462,Customer_100462,male,Bangalore,new,2023-01-04
100463,Customer_100463,Female,Bangalore,returning,2023-05-22
100464,Customer_100464,M,Bangalore,new,2021-06-02
100465,Customer_100465,female, Delhi,Returning,2025-03-17
100466,Customer_100466,Other,Mumbai,New,2021-08-16
100467,Customer_100467,Male,Kolkata,New,2022-04-26
100468,Customer_100468,female,Hyderabad,New,2025-06-25
100469,Customer_100469,Male,Kolkata,Returning,2025-08-31
100470,Customer_100470,Male,,returning,2024-03-07
100471,Customer_100471,M,Chennai,New,2022-09-28
100472,Customer_100472,F,Pune,Returning,2025-04-25
100473,Customer_100473,male,Delhi,,2022-05-02
100474,Customer_100474,,Chennai,new,2024-01-10
100475,Customer_100475,Male,Chennai,,2025-11-03
100476,Customer_100476,,Bangalore,Returning,2023-02-02
100477,Customer_100477,Male, Delhi,,2025-11-04
100478,Customer_100478,male,Bangalore,Returning,2024-10-24
100479,Customer_100479,F,Chennai,,2022-12-21
100480,Customer_100480,Other,Pune ,new,2021-01-13
100481,Customer_100481,male,Bangalore,,2024-06-28
100482,Customer_100482,Other,Pune,VIP,2022-07-07
100483,Customer_100483,male,Delhi,VIP,2022-09-02
100484,Customer_100484,male,,VIP,2023-05-09
100485,Customer_100485,,Delhi,Returning,2025-10-02
100486,Customer_100486,female,Delhi,VIP,2023-06-07
100487,Customer_100487,Male,Delhi,returning,2024-06-12
100488,Customer_100488,Male,Pune ,new,2025-02-24
100489,Customer_100489,F,mumbai,new,2024-05-04
100490,Customer_100490,Female,Chennai,returning,2025-01-02
100491,Customer_100491,Male,Hyderabad,,2022-10-23
100492,Customer_100492,female,Pune ,VIP,2022-11-17
100493,Customer_100493,F,Chennai,,2021-12-04
100494,Customer_100494,F,Chennai,Returning,2022-03-14
100495,Customer_100495,,Pune ,returning,2024-02-24
100496,Customer_100496,,mumbai,,2022-02-20
100497,Customer_100497,Female,Mumbai,,2023-11-15
100498,Customer_100498,M,mumbai,returning,2021-10-11
100499,Customer_100499,Female,Delhi,,2021-11-08
100500,Customer_100500,Other, Delhi,,2023-06-28
100501,Customer_100501,Female,Hyderabad,VIP,2023-06-13
100502,Customer_100502,female,Pune,New,2021-05-26
100503,Customer_100503,male, Delhi,New,2022-06-19
100504,Customer_100504,,Chennai,returning,2024-07-26
100505,Customer_100505,,Delhi,returning,2021-01-23
100506,Customer_100506,M,Bangalore,returning,2021-04-24
100507,Customer_100507,M,Pune ,Returning,2022-03-15
100508,Customer_100508,male,Mumbai,New,2024-11-21
100509,Customer_100509,,Pune,VIP,2025-08-30
100510,Customer_100510,Male,Pune,New,2024-08-15
100511,Customer_100511,Male,Pune ,new,2025-05-10
100512,Customer_100512,female,Kolkata,VIP,2024-04-25
100513,Customer_100513,male,Ahmedabad,new,2024-02-26
100514,Customer_100514,,Bangalore,Returning,2022-02-26
100515,Customer_100515,male,,,2025-12-08
100516,Customer_100516,Male,Ahmedabad,returning,2025-01-15
100517,Customer_100517,female,Bangalore,,2022-01-05
